NPS_Wells_ID,Alternate_ID,Park,Ownership,State,Status,Status_Num,Type,Lat_dd,Long_dd,Lat_Long_Ref,Access Details,Qualifier_CD,Completion_Date,Qualifier_D,Depth_ft,Qualifer_YT,YieldTest_Rate_gpm,YieldTest_Date,YieldTest_Ref,Well Documents,Photo,State_Database,IRMA_Docket,IRMA_Docket_Link,IRMA_Technical,IRMA_Technical_Link,IRMA_Aquarius,USGS_NWIS,USGS_NGWMN,WQP_SiteID,WQP_Data_Link,eTIC2_Pubs,PHS,State_OG_Database,FMSS Location ID#,Comments
SAND_W_006,SAND 0002; Permit #271899,SAND,NPS,CO,Active,1,Supply,38.545272,-102.503862,CO DWR Well Application,,Ex,3/11/2007,Ex,37,,,,,,,https://dwr.state.co.us/Tools/WellPermits/3611585,SAND 0002,https://irma.nps.gov/DataStore/Collection/Profile/9266,,,,,,,,,https://doimspp.sharepoint.com/sites/nps-vrp-oph/FSB/Reports/Field_Reports/Forms/AllItems.aspx?xsdata=MDN8MDF8fGFjNzBhMWYyNWUwMjRkYTE4OTdiMDg1YTIxNTI5OTdlfDA2OTNiNWJhNGIxODRkN2I5MzQxZjMyZjQwMGE1NDk0fDF8MHw2Mzc3MjA4NDQzMjM3MTI4MjR8R29vZHxWR1ZoYlhOVFpXTjFjbWwwZVZObGNuWnBZMlY4ZXlKV0lqb2lNQzR3TGpBd01EQWlMQ0pRSWpvaUlpd2lRVTRpT2lJaUxDSlhWQ0k2TVRKOQ%3D%3D&sdata=YkYvSnN5YmZ4RkZKc04zZEQrcW5uS3QwMXJUdGxGckI5SFIzZDdicit5WT0%3D&ovuser=0693b5ba%2D4b18%2D4d7b%2D9341%2Df32f400a5494%2Cnvandaele%40nps%2Egov&OR=Teams%2DHL&CT=1636487640774&id=%2Fsites%2Fnps%2Dvrp%2Doph%2FFSB%2FReports%2FField%5FReports%2FIMR%2FSAND%2FEHSurvey%2FSAND%20July%202015%2Epdf&viewid=e19fba3e%2D77ba%2D4b8b%2D9826%2Deb76748b760f&parent=%2Fsites%2Fnps%2Dvrp%2Doph%2FFSB%2FReports%2FField%5FReports%2FIMR%2FSAND%2FEHSurvey,,None,
SAND_W_007,Permit #270566,SAND,NPS,CO,Plugged & Abandoned,3,Supply,38.583078,-102.518233,CO DWR Well Application,,Un,1/1/1000,Ap,38,,,,,,,https://dwr.state.co.us/Tools/WellPermits/3608427,,,,,,,,,,,,,,Well transferred ownership to NPS in 2002. No known construction details available. Existing well was permitted in 2006 and used for livestock watering. Abandoned in 2007.
SAND_W_008,SAND 0003; Permit #270566-A,SAND,NPS,CO,Active,1,Supply,38.583078,-102.518233,CO DWR Well Application,,Ex,10/2/2007,Ex,40,,,,,,,https://dwr.state.co.us/Tools/WellPermits/3619260,SAND 0003,https://irma.nps.gov/DataStore/Collection/Profile/9266,,,,,,,,,,,,Replaced SAND_W_018. 
SAND_W_009,Permit #284444,SAND,NPS,CO,Plugged & Abandoned,3,Supply,38.540248,-102.518009,CO DWR Well Application,,Pr,1/1/1956,Ex,50,,,,,,,https://dwr.state.co.us/Tools/WellPermits/0049505,,,,,,,,,,,,,,Plugged and abandoned on 12/16/2014. 
SAND_W_010,SAND 0004; Dawson Well #4; Permit #284444-A,SAND,NPS,CO,Active,1,Supply,38.540248,-102.518009,CO DWR Well Application,,Ex,9/14/2014,Ex,40,,,,,,,https://dwr.state.co.us/Tools/WellPermits/0052564,SAND 0004,https://irma.nps.gov/DataStore/Collection/Profile/9266,,,,,,,,,,,,
SAND_W_012,Permit #160907-A,SAND,Private,CO,Unknown,4,Supply,38.570822,-102.561005,CO DWR Well Application,,Ap,6/24/1991,Ap,50,,,,,,,https://dwr.state.co.us/Tools/WellPermits/0327381A,,,,,,,,,,,,,,"Originally drilled as observation hole, then permitted for water livestock to replace SAND_W_023. "
SAND_W_013,Abandoned #3; Permit #2007093-AB,SAND,NPS,CO,Plugged & Abandoned,3,Unknown,38.54583436,-102.5040489,2007 Well Abandonment Report,,Un,1/1/1000,Ap,19,,,,,,,https://dwr.state.co.us/Tools/WellPermits/2007093,,,,,,,,,,,,,,No record of well construction. Well was not registered with the CO DWR. 
SAND_W_014,Abandoned #4; Permit #2007093-AB,SAND,NPS,CO,Plugged & Abandoned,3,Unknown,38.54495716,-102.5043202,2008 Well Abandonment Report,,Un,1/1/1000,Ap,23,,,,,,,https://dwr.state.co.us/Tools/WellPermits/2007093,,,,,,,,,,,,,,No record of well construction. Well was not registered with the CO DWR. 
SAND_W_015,Abandoned #5; Permit #2007093-AB,SAND,NPS,CO,Plugged & Abandoned,3,Unknown,38.54585237,-102.5040483,2009 Well Abandonment Report,,Un,1/1/1000,Ap,21,,,,,,,https://dwr.state.co.us/Tools/WellPermits/2007093,,,,,,,,,,,,,,No record of well construction. Well was not registered with the CO DWR. 
SAND_W_016,USGS 383500102333901 SC01704615BBD,SAND,USGS,CO,Inactive,2,Monitoring,38.58250864,-102.5635265,USGS NWIS (WGS84),,Pr,9/2/1959,Ex,27.4,,,,,,,https://dwr.state.co.us/Tools/Groundwater/WaterLevels/41150,,,,,,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=383500102333901,,,,,,,,"Well completed in ""Dune Sand"" local aquifer."
SAND_W_017,USGS 383450102321301 SC01704614BDD1,SAND,USGS,CO,Unknown,4,Monitoring,38.58056464,-102.5374148,USGS NWIS (WGS84),,Pr,9/2/1959,Ex,19,,,,,,,https://dwr.state.co.us/Tools/Groundwater/WaterLevels/42157,,,,,,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=383450102321301,,,,,,,,"Well completed in ""Valley-Fill Deposits"" local aquifer. "
SAND_W_018,USGS 383400102323901 SC01704623BCA1,SAND,USGS,CO,Unknown,4,Monitoring,38.56667569,-102.5446372,USGS NWIS (WGS84),,Pr,9/2/1959,Ex,26,,,,,,,https://dwr.state.co.us/Tools/Groundwater/WaterLevels/42443,,,,,,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=383400102323901,,,,,,,,"Well completed in ""Valley-Fill Deposits"" local aquifer. "
SAND_W_019,USGS 383233102294501 SC01704531ABA1,SAND,USGS,CO,Unknown,4,Monitoring,38.54250996,-102.4963029,USGS NWIS (WGS84),,Pr,10/12/1959,Ex,9,,,,,,,https://dwr.state.co.us/Tools/Groundwater/WaterLevels/42824,,,,,,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=383233102294501,,,,,,,,"Well completed in ""Valley-Fill Deposits"" local aquifer. "
SAND_W_020,USGS 383245102302501 SC01704530CBD1,SAND,USGS,CO,Unknown,4,Monitoring,38.54584308,-102.5074142,USGS NWIS (WGS84),,Pr,8/26/1959,Ex,23,,,,,,,https://dwr.state.co.us/Tools/Groundwater/WaterLevels/42823,,,,,,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=383245102302501,,,,,,,,"Well completed in ""Valley-Fill Deposits"" local aquifer. "
SAND_W_021,Tennell Well No. 1; Permit #168179,SAND,Private,CO,Unknown,4,Supply,38.528694,-102.474924,CO DWR Well Application,,Po,1/1/1970,Ex,60,,,,,,,https://dwr.state.co.us/Tools/WellPermits/0347605A,,,,,,,,,,,,,,
SAND_W_022,Tennell Well No. 2; Structure 6706143; Permit #168179-A; 92458-VE,SAND,Private,CO,Unknown,4,Supply,38.527866,-102.473701,CO DWR Physical Location,,Ex,12/23/1992,Ex,43,,,,,,,https://dwr.state.co.us/Tools/WellPermits/0347605,,,,,,,,,,,,,,
SAND_W_023,Permit #47037,SAND,Private,CO,Unknown,4,Supply,38.584504,-102.56378,CO DWR Well Application,,Ex,8/5/1971,Ex,60,,,,,,,https://dwr.state.co.us/Tools/WellPermits/9088038,,,,,,,,,,,,,,
SAND_W_024,Permit #78429,SAND,Private,CO,Unknown,4,Supply,38.579878,-102.534803,CO DWR Well Application,,Pr,7/1/1950,Ex,60,,,,,,,https://dwr.state.co.us/Tools/WellPermits/9088119,,,,,,,,,,,,,,"Permit reports this well was originally drilled by owners prior to 1950 with a post auger. Well was replaced July 23, 1968. "
SAND_W_025,Permit #78426,SAND,Private,CO,Unknown,4,Supply,38.584583,-102.564133,CO DWR Well Application,,Ap,7/1/1950,Ex,60,,,,,,,https://dwr.state.co.us/Tools/WellPermits/9088116,,,,,,,,,,,,,,
SAND_W_026,Permit #34498,SAND,Private,CO,Unknown,4,Supply,38.579187,-102.544771,CO DWR Well Application,,Ex,7/22/1968,Ex,36,,,,,,,https://dwr.state.co.us/Tools/WellPermits/9087952,,,,,,,,,,,,,,
SAND_W_027,Permit #78430-A (Receipt 3645048),SAND,Private,CO,Unknown,4,Supply,38.565684,-102.54579,CO DWR Well Application,,Ex,4/27/2010,Ex,49,,,,,,,https://dwr.state.co.us/Tools/WellPermits/3645048,,,,,,,,,,,,,,
SAND_W_028,Permit #230591,SAND,Private,CO,Unknown,4,Supply,38.556411,-102.48965,CO DWR Well Application,,Po,1/1/1925,Ex,30,,,,,,,https://dwr.state.co.us/Tools/WellPermits/0458098,,,,,,,,,,,,,,
SAND_W_029,Permit #53104,SAND,Private,CO,Unknown,4,Supply,38.55373,-102.540411,CO DWR Well Application,,Ap,3/1/1972,Ex,42,,,,,,,https://dwr.state.co.us/Tools/WellPermits/9088066,,,,,,,,,,,,,,
SAND_W_030,Permit #78430-A (Receipt 0111727E),SAND,Private,CO,Unknown,4,Supply,38.565825,-102.546496,CO DWR Well Application,,Ap,12/31/1979,Ex,60,,,,,,,https://dwr.state.co.us/Tools/WellPermits/0111727E,,,,,,,,,,,,,,
SAND_W_031,Porky 1-32,SAND,Private,CO,Plugged & Abandoned,3,Oil & Gas,38.52902,-102.47604,COGIS COGCC Scout Card,,Ex,10/3/2013,Ap,5200,,,,,,,,,,,,,,,,,,,https://cogcc.state.co.us/cogisdb/Facility/FacilityDetail?api=06106888,,
SAND_W_032,State #4-36,SAND,Private,CO,Plugged & Abandoned,3,Oil & Gas,38.53934,-102.526898,COGIS COGCC Scout Card,,Ex,12/10/1971,Ap,5255,,,,,,,,,,,,,,,,,,,https://cogcc.state.co.us/cogisdb/Facility/FacilityDetail?api=06106119,,
SAND_W_033,Kiowa #1-22 ,SAND,Private,CO,Unknown,4,Oil & Gas,38.567329,-102.552849,COGIS COGCC Scout Card,,Un,1/1/1000,Un,0,,,,,,,,,,,,,,,,,,,https://cogcc.state.co.us/cogisdb/Facility/FacilityDetail?api=06106722,,
SAND_W_034,Kiowa #2-22,SAND,Private,CO,Unknown,4,Oil & Gas,38.558269,-102.556369,COGIS COGCC Scout Card,,Un,1/1/1000,Un,0,,,,,,,,,,,,,,,,,,,https://cogcc.state.co.us/cogisdb/Facility/FacilityDetail?api=06106723,,
SAND_W_035,Pueblo 11-23,SAND,Private,CO,Unknown,4,Oil & Gas,38.567399,-102.543618,COGIS COGCC Scout Card,,Un,1/1/1000,Un,0,,,,,,,,,,,,,,,,,,,https://cogcc.state.co.us/cogisdb/Facility/FacilityDetail?api=06106721,,
SAND_W_036,Pawnee 14-15 #2,SAND,Private,CO,Plugged & Abandoned,3,Oil & Gas,38.572739,-102.561449,COGIS COGCC Scout Card,,Ex,2/25/1995,Ex,5138,,,,,,,,,,,,,,,,,,,https://cogcc.state.co.us/cogisdb/Facility/FacilityDetail?api=06106704,,
SAND_W_037,Pawnee 33-15 #3,SAND,Private,CO,Plugged & Abandoned,3,Oil & Gas,38.575339,-102.554629,COGIS COGCC Scout Card,,Ex,12/22/1995,Ex,5175,,,,,,,,,,,,,,,,,,,https://cogcc.state.co.us/cogisdb/Facility/FacilityDetail?api=06106712,,
SAND_W_038,Pawnee 11-15 #1,SAND,Private,CO,Plugged & Abandoned,3,Oil & Gas,38.582694,-102.562661,COGIS COGCC Scout Card,,Ex,2/25/1996,Ex,5160,,,,,,,,,,,,,,,,,,,https://cogcc.state.co.us/cogisdb/Facility/FacilityDetail?api=06106683,,
SAND_W_039,Bowen 22-10 #1,SAND,Private,CO,Plugged & Abandoned,3,Oil & Gas,38.593933,-102.558814,COGIS COGCC Scout Card,,Ex,3/2/1996,Ex,5170,,,,,,,,,,,,,,,,,,,https://cogcc.state.co.us/cogisdb/Facility/FacilityDetail?api=06106705,,
SAND_W_040,Mojave 21-11 #1,SAND,Private,CO,Plugged & Abandoned,3,Oil & Gas,38.597409,-102.540028,COGIS COGCC Scout Card,,Ex,4/8/1993,Ex,5163,,,,,,,,,,,,,,,,,,,https://cogcc.state.co.us/cogisdb/Facility/FacilityDetail?api=06106657,,
YUHO_W_001,Lower Aztec Spring; Permit #59432-MH,YUHO,NPS,CO,Active,1,Monitoring,37.249877,-108.685512,CO DWR Construction Report,,Ex,6/6/2019,Ex,10,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/YUHO?csf=1&web=1&e=65OG5A,,https://dwr.state.co.us/Tools/WellPermits/0059432,YUHO 001,https://irma.nps.gov/DataStore/Collection/Profile/9167,,https://irma.nps.gov/DataStore/Collection/Edit/9168,,,,,,,,,,
BICA_W_001,HORSESHOE BEND WELL #1; ENL HORSESHOE BEND WELL #1; P195201.0W; P182739.0W,BICA,NPS,WY,Active ,1,Supply,44.963611,-108.268889,State,,Ex,9/23/2010,Ex,620,,,,,,,,,,Horseshoe Bend well. (Martin L. 2010),DataStore - Collection Profile - Collection ID 9453 (nps.gov),,,,,,https://doimspp.sharepoint.com/:w:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/BICA/BICA_eTIC2_Links.docx?d=weeaefcf0c036426bb577c5d46cb0a514&csf=1&web=1&e=EVtJhd,https://doimspp.sharepoint.com/sites/nps-vrp-oph/FSB/Reports/Field_Reports/Forms/AllItems.aspx?id=%2Fsites%2Fnps%2Dvrp%2Doph%2FFSB%2FReports%2FField%5FReports%2FIMR%2FBICA%2FEHSurvey%2FBICA%20PHA%20Report%206%2D8%2D2022%2Epdf&viewid=e19fba3e%2D77ba%2D4b8b%2D9826%2Deb76748b760f&parent=%2Fsites%2Fnps%2Dvrp%2Doph%2FFSB%2FReports%2FField%5FReports%2FIMR%2FBICA%2FEHSurvey,,,Back-up source for when water supply from spring is limited. As of 2022 well was not connected to water system.
BICA_W_002,SIDNEY TRYON #1; P211073.0W,BICA,Private,WY,Unknown,4,Supply,44.966444,-108.280056,State,,Ex,8/31/2019,Ex,31,,,,,,,,,,,,,,,,,,,,,
BICA_W_003,SHILOH #1; P27265.0W,BICA,Fort Shiloh Boys Home,WY,Unknown,4,Supply,44.98739,-108.27734,State,,Ex,1/15/1975,Ex,120,,,,,,,,,,,,,,,,,,,,,
BICA_W_004,DYKSTRA #1; P90292.0W,BICA,Private,WY,Unknown,4,Supply,44.95851,-108.29256,State,,Ex,3/15/1993,Ex,105,,,,,,,,,,,,,,,,,,,,,
BICA_W_005,USGS 445756108154001,BICA,USGS,WY,Inactive,2,Monitoring,44.96551037,-108.2617812,USGS,,Ap,9/12/1966,Ex,526,,,,,,,,,,,,,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=445756108154001 ,,,,,,,,
BICA_W_006,USGS 445807108153101,BICA,USGS,WY,Inactive,2,Monitoring,44.96856596,-108.2592812,USGS,,Ap,9/1/1966,Ex,364,,,,,,,,,,,,,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=445807108153101,,,,,,,,
BICA_W_007,USGS 445735108152601,BICA,USGS,WY,Inactive,2,Monitoring,44.95967707,-108.2578921,USGS,,Ap,10/3/1966,Ex,462,,,,,,,,,,,,,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=445735108152601,,,,,,,,
BICA_W_008,USGS 445752108143601,BICA,USGS,WY,Inactive,2,Monitoring,44.96439948,-108.2440029,USGS,,Ap,4/18/1966,Ex,300,,,,,,,,,,,,,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=445752108143601,,,,,,,,
BICA_W_009,USGS 445615108134101,BICA,USGS,WY,Inactive,2,Monitoring,44.9374551,-108.2287241,USGS,,Ap,2/16/1966,Ex,370,,,,,,,,,,,,,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=445615108134101,,,,,,,,
BICA_W_010,HARVEY NEBEL 1; 49-003-06449,BICA,LUCKY 13 OIL COMPANY,WY,Unknown,4,Oil & Gas,44.85408,-108.1818,State,,Ex,4/10/1952,Ex,61,,,,,,,,,,,,,,,,,,,http://pipeline.wyo.gov/Wellapi.cfm?oops=ID80519&nAPINO=306449,,
DETO_W_001,DRYWELL MONITORING WELL #3; P104505.0W,DETO,NPS,WY,Unknown,4,Monitoring,44.58444,-104.71778,State,,Ap,11/13/1996,Ap,19,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/DETO?csf=1&web=1&e=Og0Jio,,,,,,,,,,,,,,,,
DETO_W_002,LEECH FIELD MONITORING WELL #1; P104507.0W,DETO,NPS,WY,Unknown,4,Monitoring,44.58073,-104.72273,State,,Ap,11/13/1996,Ex,23.7,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/DETO?csf=1&web=1&e=Og0Jio,,,,,,,,,,,,,,,,
DETO_W_003,LEECH FIELD MONITORING WELL #2; P104508.0W,DETO,NPS,WY,Unknown,4,Monitoring,44.58073,-104.72273,State,,Ap,11/13/1996,Ex,20,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/DETO?csf=1&web=1&e=Og0Jio,,,,,,,,,,,,,,,,
DETO_W_004,LEECH FIELD MONITORING WELL #3; P104509.0W,DETO,NPS,WY,Unknown,4,Monitoring,44.58073,-104.72273,State,,Ap,11/13/1996,Ex,19,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/DETO?csf=1&web=1&e=Og0Jio,,,,,,,,,,,,,,,,
DETO_W_005,LEECH FIELD MONITORING WELL #4; P104510.0W,DETO,NPS,WY,Unknown,4,Monitoring,44.58073,-104.72273,State,,Ap,11/13/1996,Ex,20,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/DETO?csf=1&web=1&e=Og0Jio,,,,,,,,,,,,,,,,
DETO_W_006,MW-1; P124679.0W,DETO,NPS,WY,Unknown,4,Monitoring,44.58078,-104.71776,State,,Ap,4/6/2000,Ex,15,,,,,,,,,,,,,,,,,,,,,
DETO_W_007,MW-2; P124680.0W,DETO,NPS,WY,Unknown,4,Monitoring,44.58078,-104.71776,State,,Ap,4/6/2000,Ex,15,,,,,,,,,,,,,,,,,,,,,
DETO_W_008,MW-3; P124681.0W,DETO,NPS,WY,Unknown,4,Monitoring,44.58078,-104.71776,State,,Ap,4/7/2000,Ex,15,,,,,,,,,,,,,,,,,,,,,
DETO_W_009,MW-4; P124682.0W,DETO,NPS,WY,Unknown,4,Monitoring,44.58078,-104.71776,State,,Ap,4/8/2000,Ex,15,,,,,,,,,,,,,,,,,,,,,
DETO_W_010,MW-5; P124683.0W,DETO,NPS,WY,Unknown,4,Monitoring,44.58078,-104.71776,State,,Ap,4/9/2000,Ex,15,,,,,,,,,,,,,,,,,,,,,
DETO_W_011,MW-6; P124684.0W,DETO,NPS,WY,Unknown,4,Monitoring,44.58078,-104.71776,State,,Ap,4/10/2000,Ex,15,,,,,,,,,,,,,,,,,,,,,
DETO_W_012,MW-7; P124685.0W,DETO,NPS,WY,Unknown,4,Monitoring,44.58078,-104.71776,State,,Ap,4/11/2000,Ex,15,,,,,,,,,,,,,,,,,,,,,
DETO_W_013,MW-8; P124686.0W,DETO,NPS,WY,Unknown,4,Monitoring,44.58078,-104.71776,State,,Ap,4/12/2000,Ex,15,,,,,,,,,,,,,,,,,,,,,
DETO_W_014,UTILITY AREA DEEP WELL #1; Well No. 3; Well No. 5; USGS 443453104425602; P1923.0W,DETO,NPS,WY,Unknown,4,Supply,44.583013,-104.716288,NPS,,Ex,12/21/1961,Ex,1341,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/DETO?csf=1&web=1&e=Og0Jio,,,DETO Docket 005,https://irma.nps.gov/DataStore/Collection/Profile/9413,A summary of wells and springs used as water supply sources at Devils Tower National Monument (Martin L. 2010),https://irma.nps.gov/DataStore/Collection/Profile/9414,,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=443453104425602,,,,https://doimspp.sharepoint.com/:w:/r/sites/NPS-NRSS-WRD-GroundwaterDatabase/Shared%20Documents/Groundwater%20Database%20Documents/DETO/DETO_eTIC2_Links.docx?d=wa103057f4fa5493c958cf47779e87785&csf=1&web=1&e=fF7aYS,https://doimspp.sharepoint.com/:b:/r/sites/nps-vrp-oph/FSB/Reports/Field_Reports/IMR/DETO/EHSurvey/DETO%20Env%20Hlth%202007.pdf?csf=1&web=1&e=oP9Pc7,,,Additional field and WQ data available under USGS 443453104425601
DETO_W_015,Well No. 4; Well No.2; USGS 443450104430001,DETO,USGS,WY,Unknown,4,Monitoring,44.582571,-104.71752,NPS,,Ap,9/26/1962,Ex,63,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/DETO?csf=1&web=1&e=Og0Jio,,,,,A summary of wells and springs used as water supply sources at Devils Tower National Monument (Martin L. 2010),https://irma.nps.gov/DataStore/Collection/Profile/9414,,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=443450104430001,,,,,,,,
DETO_W_016,Entrance Station Well; USGS 443510104421001,DETO,USGS,WY,Unknown,4,Monitoring,44.589471,-104.700238,NPS,,Ap,10/1/1959,Ex,54,,,,,https://doimspp.sharepoint.com/:f:/r/sites/nps-nrss-wrdiv/Groundwater%20Database%20Files/Well%20Documents/DETO?csf=1&web=1&e=Og0Jio,,,,,A summary of wells and springs used as water supply sources at Devils Tower National Monument (Martin L. 2010),https://irma.nps.gov/DataStore/Collection/Profile/9414,,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=443510104421001,,,,,,,,WQ Test in 1982 indicated water was unsuitable for supply. 
DETO_W_017,USGS 443503104425101,DETO,USGS,WY,Unknown,4,Monitoring,44.585278,-104.706667,USGS,,Ap,7/1/1955,Ex,448,,,,,,,,,,,,,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=443503104425101,,,,,,,,
DETO_W_018,USGS 443449104430401,DETO,USGS,WY,Unknown,4,Monitoring,44.580278,-104.717778,USGS,,Ap,7/12/1956,Ex,16.5,,,,,,,,,,,,,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=443449104430401,,,,,,,,
DETO_W_019,USGS 443503104430501,DETO,USGS,WY,Unknown,4,Monitoring,44.584167,-104.718056,USGS,,Ap,5/29/1962,Ex,48,,,,,,,,,,,,,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=443503104430501,,,,,,,,
DETO_W_020,USGS 443450104432001,DETO,USGS,WY,Unknown,4,Monitoring,44.580556,-104.722222,USGS,,Ap,7/12/1956,Ex,26,,,,,,,,,,,,,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=443450104432001,,,,,,,,
DETO_W_021,C1,DETO,NPS,WY,Unknown,4,Monitoring,44.581441,-104.705907,NPS,,Po,6/1/1996,Ex,10,,,,,,,,,,Groundwater level monitoring data 1996-2010 Devils Tower. (Martin L. 2010),https://irma.nps.gov/DataStore/Collection/Profile/9414,https://irma.nps.gov/aqwebportal/Data/Location/Summary/Location/DETO_C1/Interval/Latest,,,,,,,,,
DETO_W_022,C2,DETO,NPS,WY,Unknown,4,Monitoring,44.579962,-104.704314,NPS,,Po,6/1/1996,Ex,8.2,,,,,,,,,,Groundwater level monitoring data 1996-2010 Devils Tower. (Martin L. 2010),https://irma.nps.gov/DataStore/Collection/Profile/9414,https://irma.nps.gov/aqwebportal/Data/Location/Summary/Location/DETO_C2/Interval/Latest,,,,,,,,,
DETO_W_023,C4,DETO,NPS,WY,Unknown,4,Monitoring,44.580489,-104.703893,NPS,,Po,6/1/1996,Ex,6.3,,,,,,,,,,Groundwater level monitoring data 1996-2010 Devils Tower. (Martin L. 2010),https://irma.nps.gov/DataStore/Collection/Profile/9414,https://irma.nps.gov/aqwebportal/Data/Location/Summary/Location/DETO_C4/Interval/Latest,,,,,,,,,
DETO_W_024,C3,DETO,NPS,WY,Unknown,4,Monitoring,44.580123,-104.703355,NPS,,Po,6/1/1996,Ex,7.1,,,,,,,,,,Groundwater level monitoring data 1996-2010 Devils Tower. (Martin L. 2010),https://irma.nps.gov/DataStore/Collection/Profile/9414,https://irma.nps.gov/aqwebportal/Data/Location/Summary/Location/DETO_C3/Interval/Latest,,,,,,,,,
DETO_W_025,M1,DETO,NPS,WY,Unknown,4,Monitoring,44.586342,-104.702745,NPS,,Po,6/1/1996,Ex,2.6,,,,,,,,,,Groundwater level monitoring data 1996-2010 Devils Tower. (Martin L. 2010),https://irma.nps.gov/DataStore/Collection/Profile/9414,https://irma.nps.gov/AQWebPortal/Data/Location/Summary/Location/DETO_M1/Interval/Latest,,,,,,,,,
DETO_W_026,M2,DETO,NPS,WY,Unknown,4,Monitoring,44.586227,-104.701217,NPS,,Po,6/1/1996,Ex,2.7,,,,,,,,,,Groundwater level monitoring data 1996-2010 Devils Tower. (Martin L. 2010),https://irma.nps.gov/DataStore/Collection/Profile/9414,https://irma.nps.gov/AQWebPortal/Data/Location/Summary/Location/DETO_M2/Interval/Latest,,,,,,,,,
DETO_W_027,M3,DETO,NPS,WY,Unknown,4,Monitoring,44.586287,-104.700098,NPS,,Po,6/1/1996,Ex,3.4,,,,,,,,,,Groundwater level monitoring data 1996-2010 Devils Tower. (Martin L. 2010),https://irma.nps.gov/DataStore/Collection/Profile/9414,https://irma.nps.gov/AQWebPortal/Data/Location/Summary/Location/DETO_M3/Interval/Latest,,,,,,,,,
DETO_W_028,P1,DETO,NPS,WY,Unknown,4,Monitoring,44.59202,-104.702857,NPS,,Po,6/1/1996,Ex,6.4,,,,,,,,,,Groundwater level monitoring data 1996-2010 Devils Tower. (Martin L. 2010),https://irma.nps.gov/DataStore/Collection/Profile/9414,https://irma.nps.gov/AQWebPortal/Data/Location/Summary/Location/DETO_P1/Interval/Latest,,,,,,,,,
DETO_W_029,P2,DETO,NPS,WY,Unknown,4,Monitoring,44.59244,-104.702448,NPS,,Po,6/1/1996,Ex,5.1,,,,,,,,,,Groundwater level monitoring data 1996-2010 Devils Tower. (Martin L. 2010),https://irma.nps.gov/DataStore/Collection/Profile/9414,https://irma.nps.gov/AQWebPortal/Data/Location/Summary/Location/DETO_P2/Interval/Latest,,,,,,,,,
DETO_W_030,P3,DETO,NPS,WY,Unknown,4,Monitoring,44.592667,-104.701845,NPS,,Po,6/1/1996,Ex,5.1,,,,,,,,,,Groundwater level monitoring data 1996-2010 Devils Tower. (Martin L. 2010),https://irma.nps.gov/DataStore/Collection/Profile/9414,https://irma.nps.gov/AQWebPortal/Data/Location/Summary/Location/DETO_P3/Interval/Latest,,,,,,,,,
